# Gene Family	11507229_rna_1-RPKs
UniRef90_unknown|g__Akkermansia.s__Akkermansia_muciniphila	29.1478737478
UniRef90_unknown|g__Gordonibacter.s__Gordonibacter_pamelaeae	19.0686571090
UniRef90_unknown|g__Holdemania.s__Holdemania_filiformis	13.2548578955
UniRef90_unknown|g__Bifidobacterium.s__Bifidobacterium_adolescentis	10.8191896397
UniRef90_unknown|g__Bifidobacterium.s__Bifidobacterium_longum	0.7928887699
UniRef90_A5ZLI2	425484.3372467627
UniRef90_A5ZLI2|g__Bacteroides.s__Bacteroides_uniformis	337535.6194620134
UniRef90_A5ZLI2|g__Bacteroides.s__Bacteroides_caccae	87948.7177847493
UniRef90_D4VB58	318223.0740299870
UniRef90_D4VB58|g__Bacteroides.s__Bacteroides_vulgatus	318223.0740299870
UniRef90_R7NSE3	263519.9185497542
UniRef90_R7NSE3|g__Bacteroides.s__Bacteroides_massiliensis	263519.9185497542
UniRef90_A7V4G3	251951.1088748359
UniRef90_A7V4G3|g__Bacteroides.s__Bacteroides_uniformis	251951.1088748359
UniRef90_E2ZL93	183572.4327177530
UniRef90_E2ZL93|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	183572.4327177530
UniRef90_A5ZQM1	169151.8703927133
UniRef90_A5ZQM1|g__Blautia.s__Ruminococcus_obeum	169151.8703927133
UniRef90_A5KR94	158771.7362210013
UniRef90_A5KR94|g__Blautia.s__Ruminococcus_torques	158771.7362210013
UniRef90_E4W3C2	156254.4067084733
UniRef90_E4W3C2|g__Bacteroides.s__Bacteroides_fragilis	156254.4067084733
UniRef90_A5ZYU0	156071.5614788551
UniRef90_A5ZYU0|g__Blautia.s__Ruminococcus_obeum	156071.5614788551
UniRef90_R7NTX0	150703.9224444810
UniRef90_R7NTX0|g__Bacteroides.s__Bacteroides_massiliensis	150703.9224444810
UniRef90_A5ZL08	143198.1598223004
UniRef90_A5ZL08|g__Bacteroides.s__Bacteroides_caccae	143198.1598223004
UniRef90_A5ZI62	92607.3569549481
UniRef90_A5ZI62|g__Bacteroides.s__Bacteroides_caccae	92607.3569549481
UniRef90_A7LS52	86682.6625007069
UniRef90_A7LS52|g__Bacteroides.s__Bacteroides_ovatus	86682.6625007069
UniRef90_A4ECR2	82333.3513855567
UniRef90_A4ECR2|g__Collinsella.s__Collinsella_aerofaciens	82333.3513855567
UniRef90_A5KP23	77948.3045957345
UniRef90_A5KP23|g__Blautia.s__Ruminococcus_torques	77948.3045957345
UniRef90_A5ZBN2	72997.2754289850
UniRef90_A5ZBN2|g__Bacteroides.s__Bacteroides_caccae	72997.2754289850
UniRef90_K5ZEM5	72105.0496717003
UniRef90_K5ZEM5|g__Parabacteroides.s__Parabacteroides_distasonis	72105.0496717003
UniRef90_C7H679	71580.8320296224
UniRef90_C7H679|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	71580.8320296224
UniRef90_A5ZI73	70224.3473497560
UniRef90_A5ZI73|g__Bacteroides.s__Bacteroides_caccae	70224.3473497560
UniRef90_A4EB58	58357.4921427618
UniRef90_A4EB58|g__Collinsella.s__Collinsella_aerofaciens	58357.4921427618
UniRef90_A5ZLI4	52365.9962038287
UniRef90_A5ZLI4|g__Bacteroides.s__Bacteroides_caccae	52365.9962038287
UniRef90_I9GGP8	47579.4719775925
UniRef90_I9GGP8|g__Bacteroides.s__Bacteroides_fragilis	47579.4719775925
UniRef90_A6BKY6	45791.6296585589
UniRef90_A6BKY6|g__Dorea.s__Dorea_longicatena	45791.6296585589
UniRef90_A7AJP8	44677.1168915246
UniRef90_A7AJP8|g__Parabacteroides.s__Parabacteroides_merdae	44677.1168915246
UniRef90_A5KR91	44157.6659693608
UniRef90_A5KR91|g__Blautia.s__Ruminococcus_torques	44157.6659693608
UniRef90_A7UXY7	40263.5012065458
UniRef90_A7UXY7|g__Bacteroides.s__Bacteroides_uniformis	30555.1601030345
UniRef90_A7UXY7|g__Bacteroides.s__Bacteroides_caccae	9708.3411035112
UniRef90_R6J881	39240.9156925965
UniRef90_R6J881|g__Bacteroides.s__Bacteroides_ovatus	39240.9156925965
UniRef90_A8RZB5	35318.3655130926
UniRef90_A8RZB5|g__Clostridium.s__Clostridium_bolteae	35318.3655130926
UniRef90_C3PVH8	33976.8795068644
UniRef90_C3PVH8|g__Bacteroides.s__Bacteroides_dorei	33976.8795068644
UniRef90_A5ZBN1	32751.3214946976
UniRef90_A5ZBN1|g__Bacteroides.s__Bacteroides_caccae	32751.3214946976
UniRef90_E4VPD7	32279.5063365658
UniRef90_E4VPD7|g__Bacteroides.s__Bacteroides_fragilis	32279.5063365658
UniRef90_C0FWA4	31889.5819891458
UniRef90_C0FWA4|g__Roseburia.s__Roseburia_inulinivorans	31889.5819891458
UniRef90_Q64SN1	28420.3531565610
UniRef90_Q64SN1|g__Bacteroides.s__Bacteroides_fragilis	28420.3531565610
UniRef90_C7GIH2	27216.0087341723
UniRef90_C7GIH2|g__Roseburia.s__Roseburia_intestinalis	27216.0087341723
UniRef90_E1WQ82	26808.1866581284
UniRef90_E1WQ82|g__Bacteroides.s__Bacteroides_fragilis	26808.1866581284
UniRef90_A5KRH1	26062.3986180331
UniRef90_A5KRH1|g__Blautia.s__Ruminococcus_torques	26062.3986180331
UniRef90_A5ZNB1	25583.3333333334
UniRef90_A5ZNB1|g__Blautia.s__Ruminococcus_obeum	25583.3333333334
UniRef90_A7B6K2	24346.8701357712
UniRef90_A7B6K2|g__Dorea.s__Dorea_longicatena	8725.4805359066
UniRef90_A7B6K2|g__Ruminococcus.s__Ruminococcus_lactaris	7903.4530811612
UniRef90_A7B6K2|g__Blautia.s__Ruminococcus_torques	7717.9365187035
UniRef90_U2DVB8	24302.5686786921
UniRef90_U2DVB8|g__Bacteroides.s__Bacteroides_fragilis	24302.5686786921
UniRef90_I9AG86	23507.1242703501
UniRef90_I9AG86|g__Bacteroides.s__Bacteroides_xylanisolvens	23507.1242703501
UniRef90_A7LQH0	22429.1865904801
UniRef90_A7LQH0|g__Bacteroides.s__Bacteroides_ovatus	22429.1865904801
UniRef90_I9PRB3	21233.9355398310
UniRef90_I9PRB3|g__Bacteroides.s__Bacteroides_caccae	7474.6418447920
UniRef90_I9PRB3|g__Bacteroides.s__Bacteroides_xylanisolvens	6896.5931684150
UniRef90_I9PRB3|g__Bacteroides.s__Bacteroides_ovatus	6862.7005266240
UniRef90_F7LFA0	20119.8648995800
UniRef90_F7LFA0|g__Bacteroides.s__Bacteroides_ovatus	20119.8648995800
UniRef90_B0G8L7	19042.0966609805
UniRef90_B0G8L7|g__Dorea.s__Dorea_formicigenerans	19042.0966609805
UniRef90_A8S6F2	18876.9236307815
UniRef90_A8S6F2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	18876.9236307815
UniRef90_E4W3C3	18292.7013047988
UniRef90_E4W3C3|g__Bacteroides.s__Bacteroides_fragilis	18292.7013047988
UniRef90_UPI00015BEA70	17822.0351190504
UniRef90_UPI00015BEA70|g__Bacteroides.s__Bacteroides_uniformis	9043.4801432666
UniRef90_UPI00015BEA70|g__Bacteroides.s__Bacteroides_fragilis	8778.5549757838
UniRef90_A5KRH0	17596.8522487195
UniRef90_A5KRH0|g__Blautia.s__Ruminococcus_torques	17596.8522487195
UniRef90_A8S7R2	15087.0490813834
UniRef90_A8S7R2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15087.0490813834
UniRef90_A5Z2Z6	14298.6777902687
UniRef90_A5Z2Z6|g__Blautia.s__Ruminococcus_torques	14298.6777902687
UniRef90_B3C522	14114.4981880948
UniRef90_B3C522|g__Bacteroides.s__Bacteroides_intestinalis	14114.4981880948
UniRef90_D6CX52	13799.3287953026
UniRef90_D6CX52|g__Bacteroides.s__Bacteroides_xylanisolvens	13799.3287953026
UniRef90_A5ZYV3	13061.4891773015
UniRef90_A5ZYV3|g__Blautia.s__Ruminococcus_obeum	13061.4891773015
UniRef90_A4EB57	12739.1959473184
UniRef90_A4EB57|g__Collinsella.s__Collinsella_aerofaciens	12739.1959473184
UniRef90_A8RG66	12060.4672277389
UniRef90_A8RG66|g__Clostridium.s__Clostridium_bolteae	12060.4672277389
UniRef90_A6BKY7	11887.4020415714
UniRef90_A6BKY7|g__Dorea.s__Dorea_longicatena	11887.4020415714
UniRef90_A6L8Y4	11778.2317246542
UniRef90_A6L8Y4|g__Parabacteroides.s__Parabacteroides_distasonis	11778.2317246542
UniRef90_A7VSA4	11692.2483988302
UniRef90_A7VSA4|g__Clostridium.s__Clostridium_leptum	11692.2483988302
UniRef90_A6BKY9	11301.8615676078
UniRef90_A6BKY9|g__Dorea.s__Dorea_longicatena	11301.8615676078
UniRef90_B5CLP5	11087.2597336495
UniRef90_B5CLP5|g__Blautia.s__Ruminococcus_torques	6109.3919996877
UniRef90_B5CLP5|g__Ruminococcus.s__Ruminococcus_lactaris	4977.8677339619
UniRef90_D0TLK8	10588.6948339546
UniRef90_D0TLK8|g__Bacteroides.s__Bacteroides_ovatus	10588.6948339546
UniRef90_R7EQM3	10350.4001306549
UniRef90_R7EQM3|g__Bacteroides.s__Bacteroides_uniformis	10350.4001306549
UniRef90_A7A2I9	10339.2224523719
UniRef90_A7A2I9|g__Bifidobacterium.s__Bifidobacterium_adolescentis	10339.2224523719
UniRef90_Q5L890	10326.6991608065
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_uniformis	5991.3016494242
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_vulgatus	1502.3524153727
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_intestinalis	1487.0976338874
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_massiliensis	569.9690563877
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_xylanisolvens	235.0003798557
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_nordii	177.2517112272
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_dorei	96.9110617133
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_fragilis	82.3749335123
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_ovatus	65.8133962341
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_caccae	62.5218586770
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_thetaiotaomicron	56.1050645149
UniRef90_A5ZTV8	9780.0019997581
UniRef90_A5ZTV8|g__Blautia.s__Ruminococcus_obeum	9780.0019997581
UniRef90_A7V7K8	9515.1550689181
UniRef90_A7V7K8|g__Bacteroides.s__Bacteroides_uniformis	9515.1550689181
UniRef90_V8C8I6	9250.0000000000
UniRef90_V8C8I6|g__Ruminococcus.s__Ruminococcus_lactaris	9250.0000000000
UniRef90_A5ZYV7	8892.9402446283
UniRef90_A5ZYV7|g__Blautia.s__Ruminococcus_obeum	8892.9402446283
UniRef90_P03586	8767.0030585120
UniRef90_P03586|unclassified	8767.0030585120
UniRef90_R9HTU6	8465.6969262518
UniRef90_R9HTU6|g__Bacteroides.s__Bacteroides_uniformis	8465.6969262518
UniRef90_R7NTF5	8429.3280568159
UniRef90_R7NTF5|g__Bacteroides.s__Bacteroides_massiliensis	8429.3280568159
UniRef90_R5C2Q1	8260.6369663577
UniRef90_R5C2Q1|g__Bacteroides.s__Bacteroides_uniformis	6029.8677355889
UniRef90_R5C2Q1|g__Bacteroides.s__Bacteroides_intestinalis	2230.7692307688
UniRef90_A6L8X7	8003.6271424450
UniRef90_A6L8X7|g__Parabacteroides.s__Parabacteroides_distasonis	8003.6271424450
UniRef90_I9AUB9	7472.7594097600
UniRef90_I9AUB9|g__Bacteroides.s__Bacteroides_fragilis	7472.7594097600
UniRef90_A7AJP9	7419.1503130483
UniRef90_A7AJP9|g__Parabacteroides.s__Parabacteroides_merdae	7419.1503130483
UniRef90_A5ZYU6	6757.9568114787
UniRef90_A5ZYU6|g__Blautia.s__Ruminococcus_obeum	6757.9568114787
UniRef90_A5KME9	6590.5736520730
UniRef90_A5KME9|g__Blautia.s__Ruminococcus_torques	6590.5736520730
UniRef90_T5LYP9	6529.2490678154
UniRef90_T5LYP9|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	6529.2490678154
UniRef90_UPI000156186B	6360.9158742212
UniRef90_UPI000156186B|g__Clostridium.s__Clostridium_bolteae	6360.9158742212
UniRef90_A7V1J9	6157.8947368421
UniRef90_A7V1J9|g__Bacteroides.s__Bacteroides_uniformis	6157.8947368421
UniRef90_C0BF71	6126.0447136956
UniRef90_C0BF71|g__Coprococcus.s__Coprococcus_comes	6126.0447136956
UniRef90_R5MBW1	5743.3124523854
UniRef90_R5MBW1|g__Bacteroides.s__Bacteroides_intestinalis	5743.3124523854
UniRef90_R7EI53	5541.6721905199
UniRef90_R7EI53|g__Bacteroides.s__Bacteroides_uniformis	5457.2987568078
UniRef90_R7EI53|g__Bacteroides.s__Bacteroides_thetaiotaomicron	84.3734337121
UniRef90_Q5L8B9	5252.5404260111
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_uniformis	2601.8838831839
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_intestinalis	1310.1099784661
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_vulgatus	433.9499077637
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_massiliensis	385.2132919959
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_xylanisolvens	223.7717736691
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_dorei	109.3494172218
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_nordii	45.5614719993
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_fragilis	37.4415580634
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_caccae	36.4174416427
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_ovatus	36.1332878392
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_thetaiotaomicron	32.7084141660
UniRef90_UPI00015E6A9A	4999.3650663326
UniRef90_UPI00015E6A9A|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4999.3650663326
UniRef90_A6BKX8	4788.7662196879
UniRef90_A6BKX8|g__Dorea.s__Dorea_longicatena	4788.7662196879
UniRef90_A8ST13	4751.4803956924
UniRef90_A8ST13|g__Blautia.s__Ruminococcus_obeum	4751.4803956924
UniRef90_A5Z2Z7	4683.8076184460
UniRef90_A5Z2Z7|g__Dorea.s__Dorea_longicatena	4683.8076184460
UniRef90_Q5L8B5	4446.3544119658
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_uniformis	2102.1133763761
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_vulgatus	865.3868793796
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_intestinalis	747.7710401173
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_massiliensis	425.7678640811
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_dorei	101.4386986791
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_nordii	71.1255475717
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_xylanisolvens	67.8332325933
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_thetaiotaomicron	22.3691037776
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_ovatus	20.9039272267
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_fragilis	12.2612964641
UniRef90_Q5L8B5|g__Bacteroides.s__Bacteroides_caccae	9.3834456992
UniRef90_R7EJD6	4340.9035485248
UniRef90_R7EJD6|g__Bacteroides.s__Bacteroides_uniformis	4340.9035485248
UniRef90_R7EJI4	4259.3405917351
UniRef90_R7EJI4|g__Bacteroides.s__Bacteroides_uniformis	4259.3405917351
UniRef90_I9TUM5	4258.2440722604
UniRef90_I9TUM5|g__Bacteroides.s__Bacteroides_uniformis	4258.2440722604
UniRef90_A7AJP7	4250.0000000000
UniRef90_A7AJP7|g__Parabacteroides.s__Parabacteroides_merdae	4250.0000000000
UniRef90_I9II98	4228.6360902488
UniRef90_I9II98|g__Bacteroides.s__Bacteroides_uniformis	4228.6360902488
UniRef90_A8S6F0	4124.6395125960
UniRef90_A8S6F0|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4124.6395125960
UniRef90_B5CPR5	4071.4285714286
UniRef90_B5CPR5|g__Ruminococcus.s__Ruminococcus_lactaris	4071.4285714286
UniRef90_Q5L8B4	4053.2380893500
UniRef90_Q5L8B4|g__Bacteroides.s__Bacteroides_uniformis	1856.3084943825
UniRef90_Q5L8B4|g__Bacteroides.s__Bacteroides_vulgatus	725.1410259313
UniRef90_Q5L8B4|g__Bacteroides.s__Bacteroides_intestinalis	696.9844809810
UniRef90_Q5L8B4|g__Bacteroides.s__Bacteroides_massiliensis	326.4228713102
UniRef90_Q5L8B4|g__Bacteroides.s__Bacteroides_dorei	170.5899568733
UniRef90_Q5L8B4|g__Bacteroides.s__Bacteroides_xylanisolvens	108.9796360752
UniRef90_Q5L8B4|g__Bacteroides.s__Bacteroides_ovatus	86.3662562237
UniRef90_Q5L8B4|g__Bacteroides.s__Bacteroides_nordii	82.4453675727
UniRef90_U2PCI4	4027.8627251104
UniRef90_U2PCI4|g__Eubacterium.s__Eubacterium_ramulus	4027.8627251104
UniRef90_C5EDJ5	3896.9742850009
UniRef90_C5EDJ5|g__Bifidobacterium.s__Bifidobacterium_longum	3896.9742850009
UniRef90_R6FHZ3	3875.0953013673
UniRef90_R6FHZ3|g__Bacteroides.s__Bacteroides_uniformis	2950.3203743867
UniRef90_R6FHZ3|g__Bacteroides.s__Bacteroides_intestinalis	870.9287731344
UniRef90_R6FHZ3|g__Bacteroides.s__Bacteroides_nordii	53.8461538462
UniRef90_R7EHB8	3837.9961155134
UniRef90_R7EHB8|g__Bacteroides.s__Bacteroides_uniformis	3837.9961155134
UniRef90_A7M0E3	3813.6563788630
UniRef90_A7M0E3|g__Bacteroides.s__Bacteroides_ovatus	3784.5811280844
UniRef90_A7M0E3|g__Bacteroides.s__Bacteroides_xylanisolvens	29.0752507786
UniRef90_Q5L896	3679.8745542742
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_uniformis	2182.4037186321
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_intestinalis	524.3668973899
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_dorei	288.4495601006
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_vulgatus	268.3367707327
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_massiliensis	102.6756545533
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_xylanisolvens	73.8476559787
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_caccae	59.6604072275
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_ovatus	54.0517254905
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_fragilis	53.0365076100
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_thetaiotaomicron	49.6468467338
UniRef90_Q5L896|g__Bacteroides.s__Bacteroides_nordii	23.3988098252
UniRef90_A7AAS6	3567.7878647439
UniRef90_A7AAS6|g__Parabacteroides.s__Parabacteroides_merdae	3567.7878647439
UniRef90_R6A3Z3	3544.4861190657
UniRef90_R6A3Z3|g__Bacteroides.s__Bacteroides_uniformis	2747.6176831280
UniRef90_R6A3Z3|g__Bacteroides.s__Bacteroides_intestinalis	796.8684359377
UniRef90_F3QKR2	3541.2754661630
UniRef90_F3QKR2|g__Parasutterella.s__Parasutterella_excrementihominis	3541.2754661630
UniRef90_Q5L8B6	3512.2129222679
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_uniformis	1301.7840260804
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_vulgatus	915.5628173808
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_intestinalis	543.9893026902
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_massiliensis	369.0758036432
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_dorei	193.7327298028
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_nordii	83.0903790087
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_xylanisolvens	40.8322574860
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_ovatus	36.4431486880
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_thetaiotaomicron	17.5143068105
UniRef90_Q5L8B6|g__Bacteroides.s__Bacteroides_caccae	10.1881506772
UniRef90_A5ZYV6	3495.4394459106
UniRef90_A5ZYV6|g__Blautia.s__Ruminococcus_obeum	3495.4394459106
UniRef90_R6ALP3	3431.1122735199
UniRef90_R6ALP3|g__Bacteroides.s__Bacteroides_uniformis	2326.7748085745
UniRef90_R6ALP3|g__Bacteroides.s__Bacteroides_intestinalis	819.6700834413
UniRef90_R6ALP3|g__Bacteroides.s__Bacteroides_xylanisolvens	149.8839556274
UniRef90_R6ALP3|g__Bacteroides.s__Bacteroides_nordii	82.0629365568
UniRef90_R6ALP3|g__Bacteroides.s__Bacteroides_caccae	27.5712135554
UniRef90_R6ALP3|g__Bacteroides.s__Bacteroides_ovatus	21.8715297827
UniRef90_R6ALP3|g__Bacteroides.s__Bacteroides_thetaiotaomicron	3.2777459816
UniRef90_R5QVP7	3344.2634792698
UniRef90_R5QVP7|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	3344.2634792698
UniRef90_Q8A485	3304.8331375050
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_uniformis	1813.5816387728
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_intestinalis	582.9667400951
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_vulgatus	368.1853206176
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_xylanisolvens	190.7357087748
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_massiliensis	153.1211452525
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_dorei	109.1279512172
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_ovatus	42.8709397532
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_thetaiotaomicron	27.6432098870
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_caccae	10.5763867493
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_nordii	6.0240963855
UniRef90_R7ECK1	3286.2049246244
UniRef90_R7ECK1|g__Bacteroides.s__Bacteroides_uniformis	2153.9685914303
UniRef90_R7ECK1|g__Bacteroides.s__Bacteroides_vulgatus	415.7350687815
UniRef90_R7ECK1|g__Bacteroides.s__Bacteroides_intestinalis	311.9775395193
UniRef90_R7ECK1|g__Bacteroides.s__Bacteroides_massiliensis	159.9794515011
