# Gene Family	11507229_rna_4-RPKs
UniRef90_R5M875|g__Bacteroides.s__Bacteroides_intestinalis	1.8337408313
UniRef90_P64588	1.8083182640
UniRef90_P64588|g__Escherichia.s__Escherichia_coli	1.8083182640
UniRef90_R7ENI4	1.8083182640
UniRef90_R7ENI4|g__Bacteroides.s__Bacteroides_uniformis	1.8083182640
UniRef90_R6J430	1.7985611511
UniRef90_R6J430|g__Bacteroides.s__Bacteroides_ovatus	1.7985611511
UniRef90_R6KGM2	1.7858842667
UniRef90_R6KGM2|g__Bacteroides.s__Bacteroides_intestinalis	1.7858842667
UniRef90_R7JPU2	1.7809439003
UniRef90_R7JPU2|g__Alistipes.s__Alistipes_putredinis	1.7809439003
UniRef90_C7HAB5	1.7605633803
UniRef90_C7HAB5|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.7605633803
UniRef90_R6JH75	1.7605633803
UniRef90_R6JH75|g__Bacteroides.s__Bacteroides_ovatus	1.7605633803
UniRef90_G2T0X7	1.7513134851
UniRef90_G2T0X7|g__Roseburia.s__Roseburia_hominis	1.7513134851
UniRef90_D4IKB3	1.7482517483
UniRef90_D4IKB3|g__Alistipes.s__Alistipes_shahii	1.7482517483
UniRef90_R7NT59	1.7256255393
UniRef90_R7NT59|g__Bacteroides.s__Bacteroides_vulgatus	1.7256255393
UniRef90_R6A9I3	1.7241379310
UniRef90_R6A9I3|g__Bacteroides.s__Bacteroides_uniformis	1.7241379310
UniRef90_D4INB6	1.7167381974
UniRef90_D4INB6|g__Alistipes.s__Alistipes_shahii	1.7167381974
UniRef90_J9CIK2	1.7152658662
UniRef90_J9CIK2|g__Bacteroides.s__Bacteroides_ovatus	1.7152658662
UniRef90_A6L2J9	1.7064846416
UniRef90_A6L2J9|g__Bacteroides.s__Bacteroides_vulgatus	1.7064846416
UniRef90_C4Z236	1.6977928693
UniRef90_C4Z236|g__Roseburia.s__Roseburia_intestinalis	1.6977928693
UniRef90_Q64SD9	1.6732376273
UniRef90_Q64SD9|g__Bacteroides.s__Bacteroides_dorei	0.5818761794
UniRef90_Q64SD9|g__Bacteroides.s__Bacteroides_stercoris	0.5490631325
UniRef90_Q64SD9|g__Bacteroides.s__Bacteroides_ovatus	0.5422983154
UniRef90_A6L3M9	1.6611295681
UniRef90_A6L3M9|g__Bacteroides.s__Bacteroides_massiliensis	0.8305647841
UniRef90_A6L3M9|g__Bacteroides.s__Bacteroides_vulgatus	0.8305647841
UniRef90_R7NUC3	1.6556291391
UniRef90_R7NUC3|g__Bacteroides.s__Bacteroides_massiliensis	1.6556291391
UniRef90_Q9AE24	1.6393442623
UniRef90_Q9AE24|g__Bacteroides.s__Bacteroides_uniformis	1.6393442623
UniRef90_A8SX44	1.6313213703
UniRef90_A8SX44|g__Ruminococcus.s__Ruminococcus_lactaris	1.6313213703
UniRef90_E6SNI8	1.6286644951
UniRef90_E6SNI8|g__Bacteroides.s__Bacteroides_dorei	0.8143322476
UniRef90_E6SNI8|g__Bacteroides.s__Bacteroides_ovatus	0.8143322476
UniRef90_Q5M206	1.6233766234
UniRef90_Q5M206|g__Streptococcus.s__Streptococcus_australis	1.6233766234
UniRef90_G2SZE7	1.6155088853
UniRef90_G2SZE7|g__Roseburia.s__Roseburia_hominis	1.6155088853
UniRef90_I3YMR8	1.6129032258
UniRef90_I3YMR8|g__Alistipes.s__Alistipes_finegoldii	1.6129032258
UniRef90_E2ZHU1	1.5993661271
UniRef90_E2ZHU1|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.5993661271
UniRef90_A6KYA8	1.5847860539
UniRef90_A6KYA8|g__Bacteroides.s__Bacteroides_uniformis	1.5847860539
UniRef90_B7AMT3	1.5785319653
UniRef90_B7AMT3|g__Bacteroides.s__Bacteroides_vulgatus	1.1924769386
UniRef90_B7AMT3|g__Bacteroides.s__Bacteroides_massiliensis	0.3860550267
UniRef90_D4K0L4	1.5772870662
UniRef90_D4K0L4|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.5772870662
UniRef90_B0NM42	1.5772870662
UniRef90_B0NM42|g__Bacteroides.s__Bacteroides_stercoris	1.5772870662
UniRef90_D4IKY9	1.5625000000
UniRef90_D4IKY9|g__Alistipes.s__Alistipes_shahii	1.5625000000
UniRef90_Q8A611	1.5337423313
UniRef90_Q8A611|g__Bacteroides.s__Bacteroides_ovatus	1.5337423313
UniRef90_I3YNQ9	1.5306122449
UniRef90_I3YNQ9|g__Alistipes.s__Alistipes_finegoldii	1.5306122449
UniRef90_B2UNT6	1.5197568389
UniRef90_B2UNT6|g__Akkermansia.s__Akkermansia_muciniphila	1.5197568389
UniRef90_R7EJU1	1.5197568389
UniRef90_R7EJU1|g__Bacteroides.s__Bacteroides_uniformis	1.5197568389
UniRef90_R5ZPK2	1.5174506829
UniRef90_R5ZPK2|g__Collinsella.s__Collinsella_aerofaciens	1.5174506829
UniRef90_D4IL63	1.5128593041
UniRef90_D4IL63|g__Alistipes.s__Alistipes_finegoldii	1.5128593041
UniRef90_Q64ZR0	1.5128593041
UniRef90_Q64ZR0|g__Bacteroides.s__Bacteroides_vulgatus	1.5128593041
UniRef90_D4KAB2	1.5095885257
UniRef90_D4KAB2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.5095885257
UniRef90_P24255	1.4903129657
UniRef90_P24255|g__Escherichia.s__Escherichia_coli	1.4903129657
UniRef90_D6CWW1	1.4858841010
UniRef90_D6CWW1|g__Bacteroides.s__Bacteroides_ovatus	1.4858841010
UniRef90_R7JJT2	1.4792899408
UniRef90_R7JJT2|g__Alistipes.s__Alistipes_putredinis	1.4792899408
UniRef90_I9UL72	1.4727540501
UniRef90_I9UL72|g__Bacteroides.s__Bacteroides_uniformis	1.4727540501
UniRef90_R6KBA6	1.4598540146
UniRef90_R6KBA6|g__Bacteroides.s__Bacteroides_intestinalis	1.4598540146
UniRef90_R7EMB9	1.4285714286
UniRef90_R7EMB9|g__Bacteroides.s__Bacteroides_uniformis	1.4285714286
UniRef90_Q8FCY5	1.4260399966
UniRef90_Q8FCY5|g__Escherichia.s__Escherichia_coli	1.4260399966
UniRef90_R7EKM2	1.3986013986
UniRef90_R7EKM2|g__Bacteroides.s__Bacteroides_uniformis	1.3986013986
UniRef90_R6AD13	1.3869625520
UniRef90_R6AD13|g__Bacteroides.s__Bacteroides_stercoris	1.3869625520
UniRef90_R7KPL7	1.3755158184
UniRef90_R7KPL7|g__Bacteroides.s__Bacteroides_ovatus	1.3755158184
UniRef90_A6L3Y2	1.3698630137
UniRef90_A6L3Y2|g__Bacteroides.s__Bacteroides_vulgatus	1.3698630137
UniRef90_B2UR70	1.3698630137
UniRef90_B2UR70|g__Akkermansia.s__Akkermansia_muciniphila	1.3698630137
UniRef90_R7EQE4	1.3679890561
UniRef90_R7EQE4|g__Bacteroides.s__Bacteroides_uniformis	1.3679890561
UniRef90_R5U4Q0	1.3623978202
UniRef90_R5U4Q0|g__Bacteroides.s__Bacteroides_ovatus	1.3623978202
UniRef90_D4IJD3	1.3568521031
UniRef90_D4IJD3|g__Alistipes.s__Alistipes_shahii	1.3568521031
UniRef90_I3YQC1	1.3531799729
UniRef90_I3YQC1|g__Alistipes.s__Alistipes_finegoldii	1.3531799729
UniRef90_R7EC79	1.3522775748
UniRef90_R7EC79|g__Bacteroides.s__Bacteroides_uniformis	1.3522775748
UniRef90_R5QDL5	1.3477088949
UniRef90_R5QDL5|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA	1.3477088949
UniRef90_A6L0V1	1.3368983957
UniRef90_A6L0V1|g__Bacteroides.s__Bacteroides_vulgatus	1.3368983957
UniRef90_G9S3B8	1.3276522682
UniRef90_G9S3B8|g__Bacteroides.s__Bacteroides_dorei	1.3276522682
UniRef90_UPI0004695389	1.3219048967
UniRef90_UPI0004695389|g__Bacteroides.s__Bacteroides_massiliensis	1.3219048967
UniRef90_D4IJJ6	1.3210039630
UniRef90_D4IJJ6|g__Alistipes.s__Alistipes_shahii	1.3210039630
UniRef90_R6JNB3	1.3210039630
UniRef90_R6JNB3|g__Bacteroides.s__Bacteroides_ovatus	1.3210039630
UniRef90_R7ENU4	1.3173208146
UniRef90_R7ENU4|g__Bacteroides.s__Bacteroides_uniformis	1.3173208146
UniRef90_A6L4I9	1.3089005236
UniRef90_A6L4I9|g__Bacteroides.s__Bacteroides_vulgatus	1.3089005236
UniRef90_R7ELC6	1.3054830287
UniRef90_R7ELC6|g__Bacteroides.s__Bacteroides_uniformis	1.3054830287
UniRef90_I9E8K3	1.3003901170
UniRef90_I9E8K3|g__Bacteroides.s__Bacteroides_caccae	1.3003901170
UniRef90_R7EES6	1.3003901170
UniRef90_R7EES6|g__Bacteroides.s__Bacteroides_uniformis	1.3003901170
UniRef90_D4K3P3	1.2961762800
UniRef90_D4K3P3|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.2961762800
UniRef90_R5MA37	1.2947506611
UniRef90_R5MA37|g__Bacteroides.s__Bacteroides_intestinalis	1.2947506611
UniRef90_D6DZP0	1.2903225806
UniRef90_D6DZP0|g__Eubacterium.s__Eubacterium_rectale	1.2903225806
UniRef90_E1WUX0	1.2763241863
UniRef90_E1WUX0|g__Bacteroides.s__Bacteroides_caccae	1.2763241863
UniRef90_A6KYL1	1.2658227848
UniRef90_A6KYL1|g__Bacteroides.s__Bacteroides_vulgatus	1.2658227848
UniRef90_Q8A461	1.2658227848
UniRef90_Q8A461|g__Bacteroides.s__Bacteroides_ovatus	1.2658227848
UniRef90_I1ZKB8	1.2658227848
UniRef90_I1ZKB8|g__Streptococcus.s__Streptococcus_salivarius	1.2658227848
UniRef90_G2SZ67	1.2610340479
UniRef90_G2SZ67|g__Roseburia.s__Roseburia_hominis	1.2610340479
UniRef90_R7NQB2	1.2562814070
UniRef90_R7NQB2|g__Bacteroides.s__Bacteroides_vulgatus	0.6349312154
UniRef90_R7NQB2|g__Bacteroides.s__Bacteroides_dorei	0.6213501916
UniRef90_R7P2Z3	1.2562814070
UniRef90_R7P2Z3|g__Bacteroides.s__Bacteroides_dorei	1.2562814070
UniRef90_E5X0C0	1.2422360248
UniRef90_E5X0C0|g__Bacteroides.s__Bacteroides_dorei	1.2422360248
UniRef90_R6FQM5	1.2390224327
UniRef90_R6FQM5|g__Bacteroides.s__Bacteroides_uniformis	1.2390224327
UniRef90_R5MIY1	1.2239902081
UniRef90_R5MIY1|g__Bacteroides.s__Bacteroides_intestinalis	1.2239902081
UniRef90_R6PSE6	1.2012548478
UniRef90_R6PSE6|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.2012548478
UniRef90_G2T5T9	1.1890606421
UniRef90_G2T5T9|g__Roseburia.s__Roseburia_hominis	1.1890606421
UniRef90_R5JQV1	1.1890606421
UniRef90_R5JQV1|g__Bacteroides.s__Bacteroides_stercoris	1.1890606421
UniRef90_E6SWC2	1.1834356818
UniRef90_E6SWC2|g__Bacteroides.s__Bacteroides_uniformis	0.5927682276
UniRef90_E6SWC2|g__Bacteroides.s__Bacteroides_ovatus	0.5906674542
UniRef90_I3YJY1	1.1764705882
UniRef90_I3YJY1|g__Alistipes.s__Alistipes_putredinis	1.1764705882
UniRef90_A6L4M5	1.1700431386
UniRef90_A6L4M5|g__Bacteroides.s__Bacteroides_dorei	0.5850215693
UniRef90_A6L4M5|g__Bacteroides.s__Bacteroides_vulgatus	0.5850215693
UniRef90_R5WA80	1.1692091561
UniRef90_R5WA80|g__Alistipes.s__Alistipes_shahii	1.1692091561
UniRef90_D6E8F9	1.1560693642
UniRef90_D6E8F9|g__Gordonibacter.s__Gordonibacter_pamelaeae	1.1560693642
UniRef90_C4ZBU6	1.1520737327
UniRef90_C4ZBU6|g__Roseburia.s__Roseburia_hominis	1.1520737327
UniRef90_R5EYN2	1.1520737327
UniRef90_R5EYN2|g__Bacteroides.s__Bacteroides_ovatus	1.1520737327
UniRef90_C5ERC2	1.1481056257
UniRef90_C5ERC2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.1481056257
UniRef90_C8WGX3	1.1312217195
UniRef90_C8WGX3|g__Eggerthella.s__Eggerthella_lenta	1.1312217195
UniRef90_R6JIL8	1.1248593926
UniRef90_R6JIL8|g__Bacteroides.s__Bacteroides_ovatus	1.1248593926
UniRef90_R7EQJ4	1.1240789830
UniRef90_R7EQJ4|g__Bacteroides.s__Bacteroides_uniformis	1.1240789830
UniRef90_A6L0V2	1.1135857461
UniRef90_A6L0V2|g__Bacteroides.s__Bacteroides_dorei	1.1135857461
UniRef90_Q5L8D6	1.1098779134
UniRef90_Q5L8D6|g__Bacteroides.s__Bacteroides_uniformis	1.1098779134
UniRef90_Q8A0Z3	1.1098779134
UniRef90_Q8A0Z3|g__Bacteroides.s__Bacteroides_ovatus	1.1098779134
UniRef90_R7JJD7	1.1061946903
UniRef90_R7JJD7|g__Alistipes.s__Alistipes_putredinis	1.1061946903
UniRef90_Q5LG75	1.0989010989
UniRef90_Q5LG75|g__Bacteroides.s__Bacteroides_uniformis	1.0989010989
UniRef90_R7EGX5	1.0940919037
UniRef90_R7EGX5|g__Bacteroides.s__Bacteroides_uniformis	1.0940919037
UniRef90_A6KXK3	1.0917030568
UniRef90_A6KXK3|g__Bacteroides.s__Bacteroides_massiliensis	1.0917030568
UniRef90_Q5CZG6	1.0881392818
UniRef90_Q5CZG6|g__Bacteroides.s__Bacteroides_uniformis	1.0881392818
UniRef90_R5F0W3	1.0881392818
UniRef90_R5F0W3|g__Bacteroides.s__Bacteroides_uniformis	1.0881392818
UniRef90_R5UUY1	1.0881392818
UniRef90_R5UUY1|g__Roseburia.s__Roseburia_intestinalis	1.0881392818
UniRef90_R7ENX7	1.0810810811
UniRef90_R7ENX7|g__Bacteroides.s__Bacteroides_uniformis	1.0810810811
UniRef90_R7EC20	1.0764262648
UniRef90_R7EC20|g__Bacteroides.s__Bacteroides_uniformis	1.0764262648
UniRef90_R9HZK0	1.0668563300
UniRef90_R9HZK0|g__Bacteroides.s__Bacteroides_uniformis	1.0668563300
UniRef90_A7UYI0	1.0665529010
UniRef90_A7UYI0|g__Bacteroides.s__Bacteroides_uniformis	1.0665529010
UniRef90_R5V8H7	1.0638297872
UniRef90_R5V8H7|g__Alistipes.s__Alistipes_finegoldii	1.0638297872
UniRef90_R7NW05	1.0471204188
UniRef90_R7NW05|g__Bacteroides.s__Bacteroides_massiliensis	1.0471204188
UniRef90_R5V0F1	1.0459471368
UniRef90_R5V0F1|g__Bacteroides.s__Bacteroides_caccae	1.0459471368
UniRef90_D6D5B6	1.0405827263
UniRef90_D6D5B6|g__Bacteroides.s__Bacteroides_ovatus	1.0405827263
UniRef90_R7ED71	1.0341261634
UniRef90_R7ED71|g__Bacteroides.s__Bacteroides_uniformis	1.0341261634
UniRef90_A6L1L0	1.0309278351
UniRef90_A6L1L0|g__Bacteroides.s__Bacteroides_vulgatus	1.0309278351
UniRef90_R6JGI7	1.0183299389
UniRef90_R6JGI7|g__Bacteroides.s__Bacteroides_ovatus	1.0183299389
UniRef90_R7ERJ6	1.0121457490
UniRef90_R7ERJ6|g__Bacteroides.s__Bacteroides_uniformis	1.0121457490
UniRef90_R5VSL4	1.0090817356
UniRef90_R5VSL4|g__Ruminococcus.s__Ruminococcus_callidus	1.0090817356
UniRef90_R5CBB2	1.0090817356
UniRef90_R5CBB2|g__Bacteroides.s__Bacteroides_ovatus	1.0090817356
UniRef90_S3ZEK2	0.9970089731
UniRef90_S3ZEK2|g__Bacteroides.s__Bacteroides_stercoris	0.9970089731
UniRef90_I3YL56	0.9911782885
UniRef90_I3YL56|g__Alistipes.s__Alistipes_finegoldii	0.9911782885
UniRef90_R9HJV7	0.9823182711
UniRef90_R9HJV7|g__Bacteroides.s__Bacteroides_vulgatus	0.9823182711
UniRef90_R7JJV8	0.9794319295
UniRef90_R7JJV8|g__Alistipes.s__Alistipes_putredinis	0.9794319295
UniRef90_D4MX25	0.9784735812
UniRef90_D4MX25|g__Anaerostipes.s__Anaerostipes_hadrus	0.9784735812
UniRef90_D6D8M6	0.9737098345
UniRef90_D6D8M6|g__Bacteroides.s__Bacteroides_ovatus	0.9737098345
UniRef90_UPI000367B270	0.9737098345
UniRef90_UPI000367B270|g__Bacteroides.s__Bacteroides_stercoris	0.9737098345
UniRef90_R7EHD9	0.9689922481
UniRef90_R7EHD9|g__Bacteroides.s__Bacteroides_uniformis	0.9689922481
UniRef90_R6LHH6	0.9652509653
UniRef90_R6LHH6|g__Bacteroides.s__Bacteroides_stercoris	0.9652509653
UniRef90_R7ELE9	0.9569377990
UniRef90_R7ELE9|g__Bacteroides.s__Bacteroides_uniformis	0.9569377990
UniRef90_D4IPI7	0.9541984733
UniRef90_D4IPI7|g__Alistipes.s__Alistipes_shahii	0.9541984733
UniRef90_R6KP21	0.9541984733
UniRef90_R6KP21|g__Bacteroides.s__Bacteroides_intestinalis	0.9541984733
UniRef90_R7EP13	0.9514747859
UniRef90_R7EP13|g__Bacteroides.s__Bacteroides_uniformis	0.9514747859
UniRef90_I3YNN0	0.9505703422
UniRef90_I3YNN0|g__Alistipes.s__Alistipes_finegoldii	0.9505703422
UniRef90_D4WGH1	0.9487666034
UniRef90_D4WGH1|g__Bacteroides.s__Bacteroides_ovatus	0.9487666034
UniRef90_D6CX86	0.9433962264
UniRef90_D6CX86|g__Bacteroides.s__Bacteroides_ovatus	0.9433962264
UniRef90_R7EBW6	0.9407337723
UniRef90_R7EBW6|g__Bacteroides.s__Bacteroides_uniformis	0.9407337723
UniRef90_C3RCI6	0.9380863039
UniRef90_C3RCI6|g__Bacteroides.s__Bacteroides_vulgatus	0.4793505480
UniRef90_C3RCI6|g__Bacteroides.s__Bacteroides_dorei	0.4587357560
UniRef90_R7EK09	0.9354536950
UniRef90_R7EK09|g__Bacteroides.s__Bacteroides_uniformis	0.9354536950
UniRef90_D6CWJ1	0.9302325581
UniRef90_D6CWJ1|g__Bacteroides.s__Bacteroides_ovatus	0.9302325581
UniRef90_R7EBX3	0.9276437848
UniRef90_R7EBX3|g__Bacteroides.s__Bacteroides_uniformis	0.9276437848
UniRef90_A6L2S4	0.9225092251
UniRef90_A6L2S4|g__Bacteroides.s__Bacteroides_massiliensis	0.9225092251
UniRef90_R7EEF8	0.9199632015
UniRef90_R7EEF8|g__Bacteroides.s__Bacteroides_uniformis	0.9199632015
UniRef90_R7EJX3	0.9174311927
UniRef90_R7EJX3|g__Bacteroides.s__Bacteroides_uniformis	0.9174311927
UniRef90_R7ES84	0.9174311927
UniRef90_R7ES84|g__Bacteroides.s__Bacteroides_uniformis	0.9174311927
UniRef90_R6JE95	0.9124087591
UniRef90_R6JE95|g__Bacteroides.s__Bacteroides_ovatus	0.9124087591
UniRef90_R6JK75	0.9124087591
UniRef90_R6JK75|g__Bacteroides.s__Bacteroides_ovatus	0.9124087591
UniRef90_R6GB00	0.9074410163
UniRef90_R6GB00|g__Eubacterium.s__Eubacterium_hallii	0.9074410163
UniRef90_I3YKJ7	0.9025270758
UniRef90_I3YKJ7|g__Alistipes.s__Alistipes_finegoldii	0.9025270758
UniRef90_K0XDP4	0.8976660682
UniRef90_K0XDP4|g__Bacteroides.s__Bacteroides_ovatus	0.8976660682
UniRef90_G2SXA1	0.8904719501
UniRef90_G2SXA1|g__Roseburia.s__Roseburia_hominis	0.8904719501
UniRef90_D4IKX4	0.8880994671
UniRef90_D4IKX4|g__Alistipes.s__Alistipes_shahii	0.8880994671
UniRef90_E2ZKX4	0.8857395926
UniRef90_E2ZKX4|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.8857395926
UniRef90_R7EN68	0.8787346221
UniRef90_R7EN68|g__Bacteroides.s__Bacteroides_uniformis	0.8787346221
UniRef90_R7E9B3	0.8764241893
UniRef90_R7E9B3|g__Bacteroides.s__Bacteroides_uniformis	0.8764241893
UniRef90_I3YQ92	0.8741258741
UniRef90_I3YQ92|g__Alistipes.s__Alistipes_finegoldii	0.8741258741
UniRef90_R5TNA7	0.8718395815
UniRef90_R5TNA7|g__Eubacterium.s__Eubacterium_ramulus	0.8718395815
UniRef90_I3YQJ8	0.8695652174
UniRef90_I3YQJ8|g__Alistipes.s__Alistipes_finegoldii	0.8695652174
UniRef90_I3YHW3	0.8673026886
UniRef90_I3YHW3|g__Alistipes.s__Alistipes_finegoldii	0.8673026886
UniRef90_R7JM20	0.8650519031
UniRef90_R7JM20|g__Alistipes.s__Alistipes_putredinis	0.8650519031
UniRef90_A4E9E3	0.8561643836
UniRef90_A4E9E3|g__Collinsella.s__Collinsella_aerofaciens	0.8561643836
UniRef90_R6ACE9	0.8561643836
UniRef90_R6ACE9|g__Bacteroides.s__Bacteroides_stercoris	0.8561643836
UniRef90_R7ELR9	0.8561643836
UniRef90_R7ELR9|g__Bacteroides.s__Bacteroides_uniformis	0.8561643836
UniRef90_R7EJ49	0.8538183551
UniRef90_R7EJ49|g__Bacteroides.s__Bacteroides_uniformis	0.8538183551
UniRef90_R6B0Z5	0.8532423208
UniRef90_R6B0Z5|g__Bacteroides.s__Bacteroides_uniformis	0.8532423208
UniRef90_Q5LG64	0.8410428932
UniRef90_Q5LG64|g__Bacteroides.s__Bacteroides_ovatus	0.8410428932
UniRef90_R6LMF8	0.8347245409
UniRef90_R6LMF8|g__Bacteroides.s__Bacteroides_stercoris	0.8347245409
UniRef90_R6HVP4	0.8326394671
UniRef90_R6HVP4|g__Bacteroides.s__Bacteroides_dorei	0.8326394671
UniRef90_R7EEZ4	0.8326394671
UniRef90_R7EEZ4|g__Bacteroides.s__Bacteroides_uniformis	0.8326394671
UniRef90_D4IND8	0.8285004143
UniRef90_D4IND8|g__Alistipes.s__Alistipes_shahii	0.8285004143
UniRef90_R6JEF1	0.8244023083
UniRef90_R6JEF1|g__Bacteroides.s__Bacteroides_ovatus	0.8244023083
UniRef90_R5WMV4	0.8223684211
UniRef90_R5WMV4|g__Alistipes.s__Alistipes_shahii	0.8223684211
UniRef90_R6KIN2	0.8163265306
UniRef90_R6KIN2|g__Bacteroides.s__Bacteroides_intestinalis	0.8163265306
UniRef90_R7EFF9	0.8103727715
UniRef90_R7EFF9|g__Bacteroides.s__Bacteroides_uniformis	0.8103727715
UniRef90_R7JIW3	0.8008542445
UniRef90_R7JIW3|g__Alistipes.s__Alistipes_putredinis	0.8008542445
UniRef90_D6D8N1	0.7987220447
UniRef90_D6D8N1|g__Bacteroides.s__Bacteroides_ovatus	0.7987220447
UniRef90_R5ZDY6	0.7987220447
UniRef90_R5ZDY6|g__Collinsella.s__Collinsella_aerofaciens	0.7987220447
UniRef90_D4IPQ4	0.7930214116
UniRef90_D4IPQ4|g__Alistipes.s__Alistipes_shahii	0.7930214116
UniRef90_Q8A685	0.7911392405
UniRef90_Q8A685|g__Bacteroides.s__Bacteroides_ovatus	0.7911392405
UniRef90_I3YR99	0.7892659826
UniRef90_I3YR99|g__Alistipes.s__Alistipes_finegoldii	0.7892659826
UniRef90_R6AMA3	0.7892659826
UniRef90_R6AMA3|g__Bacteroides.s__Bacteroides_stercoris	0.7892659826
UniRef90_R7EJB9	0.7809854062
UniRef90_R7EJB9|g__Bacteroides.s__Bacteroides_uniformis	0.7809854062
UniRef90_R7NMP7	0.7800312012
UniRef90_R7NMP7|g__Bacteroides.s__Bacteroides_massiliensis	0.7800312012
UniRef90_Q64SE9	0.7763975155
UniRef90_Q64SE9|g__Bacteroides.s__Bacteroides_uniformis	0.7763975155
UniRef90_D4IL36	0.7727975270
UniRef90_D4IL36|g__Alistipes.s__Alistipes_shahii	0.7727975270
UniRef90_I9I5A3	0.7710100231
UniRef90_I9I5A3|g__Bacteroides.s__Bacteroides_dorei	0.7710100231
UniRef90_R7FF31	0.7710100231
UniRef90_R7FF31|g__Ruminococcus.s__Ruminococcus_callidus	0.7710100231
UniRef90_D4IP28	0.7692307692
UniRef90_D4IP28|g__Alistipes.s__Alistipes_shahii	0.7692307692
UniRef90_R7JLT1	0.7674597084
UniRef90_R7JLT1|g__Alistipes.s__Alistipes_putredinis	0.7674597084
UniRef90_Q89Z26	0.7656967841
UniRef90_Q89Z26|g__Bacteroides.s__Bacteroides_ovatus	0.7656967841
UniRef90_R6IWU5	0.7621951220
UniRef90_R6IWU5|g__Akkermansia.s__Akkermansia_muciniphila	0.7621951220
UniRef90_G2SXB6	0.7552870091
UniRef90_G2SXB6|g__Roseburia.s__Roseburia_hominis	0.7552870091
UniRef90_Q8A448	0.7451564829
UniRef90_Q8A448|g__Bacteroides.s__Bacteroides_ovatus	0.7451564829
UniRef90_R6JH74	0.7385524372
UniRef90_R6JH74|g__Bacteroides.s__Bacteroides_ovatus	0.7385524372
UniRef90_Q8A7B0	0.7304601899
UniRef90_Q8A7B0|g__Bacteroides.s__Bacteroides_ovatus	0.7304601899
UniRef90_R6JJQ9	0.7272727273
UniRef90_R6JJQ9|g__Bacteroides.s__Bacteroides_ovatus	0.7272727273
UniRef90_A6L4M4	0.7259869675
UniRef90_A6L4M4|g__Bacteroides.s__Bacteroides_vulgatus	0.7259869675
UniRef90_R5JKR5	0.7225433526
UniRef90_R5JKR5|g__Bacteroides.s__Bacteroides_stercoris	0.7225433526
UniRef90_Q64SD8	0.7222284332
UniRef90_Q64SD8|g__Bacteroides.s__Bacteroides_ovatus	0.4983005434
UniRef90_Q64SD8|g__Bacteroides.s__Bacteroides_dorei	0.2239278899
UniRef90_R6K3Z5	0.7209805335
UniRef90_R6K3Z5|g__Bacteroides.s__Bacteroides_ovatus	0.7209805335
UniRef90_E2N7I9	0.7209805335
UniRef90_E2N7I9|g__Bacteroides.s__Bacteroides_intestinalis	0.7209805335
UniRef90_R6AJ41	0.7209805335
UniRef90_R6AJ41|g__Bacteroides.s__Bacteroides_stercoris	0.7209805335
UniRef90_A4EAU0	0.7117437722
UniRef90_A4EAU0|g__Collinsella.s__Collinsella_aerofaciens	0.7117437722
UniRef90_R7JIX7	0.7102272727
UniRef90_R7JIX7|g__Alistipes.s__Alistipes_putredinis	0.7102272727
UniRef90_D4JZ66	0.7087172218
UniRef90_D4JZ66|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7087172218
UniRef90_Q8A287	0.7027406887
UniRef90_Q8A287|g__Bacteroides.s__Bacteroides_ovatus	0.7027406887
UniRef90_R6JHK8	0.7012622721
UniRef90_R6JHK8|g__Bacteroides.s__Bacteroides_ovatus	0.7012622721
UniRef90_I3YPX4	0.6939625260
UniRef90_I3YPX4|g__Alistipes.s__Alistipes_finegoldii	0.6939625260
UniRef90_A6L227	0.6925207756
UniRef90_A6L227|g__Bacteroides.s__Bacteroides_dorei	0.6925207756
UniRef90_C7GGQ6	0.6925207756
UniRef90_C7GGQ6|g__Roseburia.s__Roseburia_intestinalis	0.6925207756
UniRef90_G2T3P4	0.6882312457
UniRef90_G2T3P4|g__Roseburia.s__Roseburia_hominis	0.6882312457
UniRef90_R7ER53	0.6882312457
UniRef90_R7ER53|g__Bacteroides.s__Bacteroides_uniformis	0.6882312457
UniRef90_UPI0002894AE4	0.6882312457
UniRef90_UPI0002894AE4|g__Alistipes.s__Alistipes_shahii	0.6882312457
UniRef90_R6JDP0	0.6825938567
UniRef90_R6JDP0|g__Bacteroides.s__Bacteroides_ovatus	0.6825938567
UniRef90_C3R9M1	0.6784260516
UniRef90_C3R9M1|g__Bacteroides.s__Bacteroides_dorei	0.3392130258
UniRef90_C3R9M1|g__Bacteroides.s__Bacteroides_vulgatus	0.3392130258
UniRef90_R7NN03	0.6784260516
UniRef90_R7NN03|g__Bacteroides.s__Bacteroides_massiliensis	0.6784260516
UniRef90_D4IP94	0.6729475101
UniRef90_D4IP94|g__Alistipes.s__Alistipes_shahii	0.6729475101
UniRef90_G2T596	0.6648936170
