# Gene Family	11507229_rna_3-RPKs
UniRef90_F9Z7Z4	67.4105210911
UniRef90_F9Z7Z4|unclassified	52.4609566554
UniRef90_F9Z7Z4|g__Odoribacter.s__Odoribacter_splanchnicus	14.9495644357
UniRef90_I3YHT2	67.4098644341
UniRef90_I3YHT2|g__Alistipes.s__Alistipes_sp_HGB5	36.1997636463
UniRef90_I3YHT2|g__Alistipes.s__Alistipes_finegoldii	31.2101007878
UniRef90_I3YJX5	67.3587251532
UniRef90_I3YJX5|g__Alistipes.s__Alistipes_sp_HGB5	58.3898649797
UniRef90_I3YJX5|g__Alistipes.s__Alistipes_finegoldii	8.9688601735
UniRef90_R5WRH5	67.3575129534
UniRef90_R5WRH5|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	45.3367875648
UniRef90_R5WRH5|g__Blautia.s__Ruminococcus_obeum	22.0207253886
UniRef90_B3C880	67.3478724521
UniRef90_B3C880|g__Bacteroides.s__Bacteroides_intestinalis	67.3478724521
UniRef90_R7JJR3	67.3443456163
UniRef90_R7JJR3|g__Alistipes.s__Alistipes_putredinis	67.3443456163
UniRef90_UPI00047C605A	67.3295064898
UniRef90_UPI00047C605A|g__Roseburia.s__Roseburia_hominis	67.3295064898
UniRef90_T1Z5B5	67.3227888459
UniRef90_T1Z5B5|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	29.5826778538
UniRef90_T1Z5B5|g__Blautia.s__Ruminococcus_torques	8.2413254015
UniRef90_T1Z5B5|g__Holdemania.s__Holdemania_filiformis	7.5241892908
UniRef90_T1Z5B5|g__Clostridium.s__Clostridium_bolteae	6.9056425587
UniRef90_T1Z5B5|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	4.2719372275
UniRef90_T1Z5B5|g__Blautia.s__Blautia_hydrogenotrophica	3.2335997797
UniRef90_T1Z5B5|g__Eubacterium.s__Eubacterium_rectale	2.6042167504
UniRef90_T1Z5B5|g__Roseburia.s__Roseburia_hominis	2.3078225389
UniRef90_T1Z5B5|g__Ruminococcus.s__Ruminococcus_lactaris	1.3274078992
UniRef90_T1Z5B5|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	1.3239695454
UniRef90_R6JY54	67.2967029027
UniRef90_R6JY54|unclassified	48.0793703223
UniRef90_R6JY54|g__Clostridium.s__Clostridium_bolteae	16.3701067616
UniRef90_R6JY54|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA	2.8472258188
UniRef90_C6ITA6	67.2963400236
UniRef90_C6ITA6|g__Bacteroides.s__Bacteroides_thetaiotaomicron	67.2963400236
UniRef90_C0F091	67.2268907563
UniRef90_C0F091|g__Eubacterium.s__Eubacterium_hallii	67.2268907563
UniRef90_E4MF12	67.2242133231
UniRef90_E4MF12|g__Alistipes.s__Alistipes_sp_HGB5	40.3723812850
UniRef90_E4MF12|g__Alistipes.s__Alistipes_finegoldii	26.8518320381
UniRef90_R5MQ44	67.1824296418
UniRef90_R5MQ44|g__Bacteroides.s__Bacteroides_intestinalis	67.1824296418
UniRef90_A5ZHF1	67.1641791045
UniRef90_A5ZHF1|g__Bacteroides.s__Bacteroides_caccae	67.1641791045
UniRef90_D4KB78	67.0976401367
UniRef90_D4KB78|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	67.0976401367
UniRef90_R7JKA5	67.0886075949
UniRef90_R7JKA5|g__Alistipes.s__Alistipes_putredinis	67.0886075949
UniRef90_Q89ZB2	67.0800450958
UniRef90_Q89ZB2|g__Bacteroides.s__Bacteroides_thetaiotaomicron	67.0800450958
UniRef90_A8SE34	67.0731707317
UniRef90_A8SE34|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	67.0731707317
UniRef90_R7CK77	67.0731707317
UniRef90_R7CK77|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	67.0731707317
UniRef90_R6JFE6	67.0624986569
UniRef90_R6JFE6|g__Bacteroides.s__Bacteroides_caccae	63.0784349119
UniRef90_R6JFE6|g__Bacteroides.s__Bacteroides_ovatus	3.9840637450
UniRef90_R7JPF6	66.9354838710
UniRef90_R7JPF6|g__Alistipes.s__Alistipes_putredinis	66.9354838710
UniRef90_A6L2R2	66.9291514577
UniRef90_A6L2R2|g__Bacteroides.s__Bacteroides_vulgatus	66.9291514577
UniRef90_I9IJN0	66.8926411052
UniRef90_I9IJN0|g__Bacteroides.s__Bacteroides_vulgatus	42.2796155671
UniRef90_I9IJN0|g__Bacteroides.s__Bacteroides_ovatus	19.2163556105
UniRef90_I9IJN0|g__Bacteroides.s__Bacteroides_stercoris	5.3966699277
UniRef90_I3YNM3	66.8843405371
UniRef90_I3YNM3|unclassified	31.3261274062
UniRef90_I3YNM3|g__Alistipes.s__Alistipes_shahii	24.4698205546
UniRef90_I3YNM3|g__Alistipes.s__Alistipes_sp_HGB5	6.3558845998
UniRef90_I3YNM3|g__Alistipes.s__Alistipes_finegoldii	4.7325079765
UniRef90_R5W1Y8	66.8651571508
UniRef90_R5W1Y8|g__Alistipes.s__Alistipes_shahii	66.8651571508
UniRef90_R5YXL5	66.8027624549
UniRef90_R5YXL5|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	41.9580419580
UniRef90_R5YXL5|g__Anaerostipes.s__Anaerostipes_hadrus	24.8447204969
UniRef90_F9Z6T1	66.7861184722
UniRef90_F9Z6T1|unclassified	35.0715495921
UniRef90_F9Z6T1|g__Odoribacter.s__Odoribacter_splanchnicus	31.7145688801
UniRef90_R7DL31	66.7420814480
UniRef90_R7DL31|g__Bacteroides.s__Bacteroides_intestinalis	66.7420814480
UniRef90_A6L728	66.6131621188
UniRef90_A6L728|g__Bacteroides.s__Bacteroides_vulgatus	48.5683914466
UniRef90_A6L728|g__Bacteroides.s__Bacteroides_massiliensis	14.4462279294
UniRef90_A6L728|g__Bacteroides.s__Bacteroides_dorei	3.5985427428
UniRef90_D4JQL6	66.6089965398
UniRef90_D4JQL6|g__Blautia.s__Ruminococcus_obeum	35.1230953384
UniRef90_D4JQL6|g__Eubacterium.s__Eubacterium_siraeum	31.4859012014
UniRef90_G1ULT7	66.6050210383
UniRef90_G1ULT7|g__Bacteroides.s__Bacteroides_dorei	66.6050210383
UniRef90_R5M9N2	66.5919462745
UniRef90_R5M9N2|g__Bacteroides.s__Bacteroides_intestinalis	66.5919462745
UniRef90_R6Y475	66.5859564165
UniRef90_R6Y475|g__Alistipes.s__Alistipes_sp_HGB5	35.1369768481
UniRef90_R6Y475|g__Alistipes.s__Alistipes_finegoldii	22.9744032972
UniRef90_R6Y475|g__Alistipes.s__Alistipes_onderdonkii	8.4745762712
UniRef90_R9HU81	66.5827275989
UniRef90_R9HU81|g__Bacteroides.s__Bacteroides_vulgatus	47.5475989103
UniRef90_R9HU81|g__Parabacteroides.s__Parabacteroides_distasonis	19.0351286886
UniRef90_D4IIN3	66.5658093797
UniRef90_D4IIN3|g__Alistipes.s__Alistipes_finegoldii	21.1882950585
UniRef90_D4IIN3|g__Alistipes.s__Alistipes_shahii	20.4071584249
UniRef90_D4IIN3|g__Alistipes.s__Alistipes_sp_HGB5	19.6835257110
UniRef90_D4IIN3|g__Alistipes.s__Alistipes_onderdonkii	5.2868301854
UniRef90_I3YP98	66.5286541585
UniRef90_I3YP98|g__Alistipes.s__Alistipes_finegoldii	31.8641933370
UniRef90_I3YP98|g__Alistipes.s__Alistipes_sp_HGB5	27.9074654945
UniRef90_I3YP98|g__Alistipes.s__Alistipes_onderdonkii	6.7569953270
UniRef90_I3YPH7	66.5009322561
UniRef90_I3YPH7|g__Alistipes.s__Alistipes_sp_HGB5	42.0086672755
UniRef90_I3YPH7|g__Alistipes.s__Alistipes_finegoldii	22.0062488214
UniRef90_I3YPH7|g__Alistipes.s__Alistipes_onderdonkii	2.4860161591
UniRef90_R7JJP1	66.4739884393
UniRef90_R7JJP1|g__Alistipes.s__Alistipes_putredinis	66.4739884393
UniRef90_R7JML8	66.4455279299
UniRef90_R7JML8|g__Alistipes.s__Alistipes_putredinis	66.4455279299
UniRef90_R7NXH3	66.4206642066
UniRef90_R7NXH3|g__Bacteroides.s__Bacteroides_vulgatus	66.4206642066
UniRef90_R5UA46	66.4206642066
UniRef90_R5UA46|g__Bacteroides.s__Bacteroides_caccae	66.4206642066
UniRef90_R7EI47	66.3833077510
UniRef90_R7EI47|g__Bacteroides.s__Bacteroides_uniformis	37.7264900465
UniRef90_R7EI47|g__Bacteroides.s__Bacteroides_caccae	22.0940613469
UniRef90_R7EI47|g__Bacteroides.s__Bacteroides_thetaiotaomicron	6.5627563577
UniRef90_G2T5L8	66.3814367120
UniRef90_G2T5L8|g__Roseburia.s__Roseburia_hominis	66.3814367120
UniRef90_R5ADR5	66.3798759158
UniRef90_R5ADR5|unclassified	66.3798759158
UniRef90_UPI0002899B6B	66.3716814159
UniRef90_UPI0002899B6B|g__Alistipes.s__Alistipes_senegalensis	66.3716814159
UniRef90_G2T5D6	66.3370639552
UniRef90_G2T5D6|g__Roseburia.s__Roseburia_hominis	21.6942068124
UniRef90_G2T5D6|g__Dorea.s__Dorea_formicigenerans	17.8571428571
UniRef90_G2T5D6|g__Roseburia.s__Roseburia_intestinalis	12.4806955447
UniRef90_G2T5D6|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	10.7335901695
UniRef90_G2T5D6|g__Blautia.s__Ruminococcus_torques	3.5714285714
UniRef90_I3YIL6	66.3189269747
UniRef90_I3YIL6|g__Alistipes.s__Alistipes_finegoldii	52.8491937226
UniRef90_I3YIL6|g__Alistipes.s__Alistipes_sp_HGB5	13.4697332521
UniRef90_R5LYP8	66.2650602410
UniRef90_R5LYP8|g__Bacteroides.s__Bacteroides_intestinalis	66.2650602410
UniRef90_R5Z5X4	66.2650602410
UniRef90_R5Z5X4|g__Collinsella.s__Collinsella_aerofaciens	66.2650602410
UniRef90_C6JFM9	66.1925343443
UniRef90_C6JFM9|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	66.1925343443
UniRef90_Q5MIN1	66.1738130216
UniRef90_Q5MIN1|unclassified	66.1738130216
UniRef90_D4LVI9	66.1698559029
UniRef90_D4LVI9|g__Blautia.s__Ruminococcus_obeum	66.1698559029
UniRef90_D4INZ1	66.1478599222
UniRef90_D4INZ1|g__Alistipes.s__Alistipes_shahii	66.1478599222
UniRef90_R7JIW8	66.1461947075
UniRef90_R7JIW8|g__Alistipes.s__Alistipes_putredinis	66.1461947075
UniRef90_I3YL18	66.1315149271
UniRef90_I3YL18|g__Alistipes.s__Alistipes_sp_HGB5	56.9470809572
UniRef90_I3YL18|g__Alistipes.s__Alistipes_finegoldii	9.1844339699
UniRef90_B3CGH4	66.1093667993
UniRef90_B3CGH4|g__Bacteroides.s__Bacteroides_intestinalis	66.1093667993
UniRef90_R9I2K5	66.0923451944
UniRef90_R9I2K5|g__Bacteroides.s__Bacteroides_vulgatus	66.0923451944
UniRef90_R7JIT6	66.0592255125
UniRef90_R7JIT6|g__Alistipes.s__Alistipes_putredinis	66.0592255125
UniRef90_C4Z7L4	66.0377358491
UniRef90_C4Z7L4|g__Eubacterium.s__Eubacterium_rectale	66.0377358491
UniRef90_UPI000303666B	66.0377358491
UniRef90_UPI000303666B|g__Alistipes.s__Alistipes_senegalensis	66.0377358491
UniRef90_R7EM23	66.0050955466
UniRef90_R7EM23|g__Bacteroides.s__Bacteroides_uniformis	33.0664165898
UniRef90_R7EM23|g__Bacteroides.s__Bacteroides_intestinalis	21.9410264071
UniRef90_R7EM23|g__Bacteroides.s__Bacteroides_xylanisolvens	6.3116099455
UniRef90_R7EM23|g__Bacteroides.s__Bacteroides_ovatus	3.8407340667
UniRef90_R7EM23|g__Bacteroides.s__Bacteroides_caccae	0.8453085376
UniRef90_K6BXQ6	65.9898477157
UniRef90_K6BXQ6|g__Parabacteroides.s__Parabacteroides_distasonis	65.9898477157
UniRef90_D4J287	65.9762134927
UniRef90_D4J287|unclassified	65.9762134927
UniRef90_A5ZNF6	65.9665535265
UniRef90_A5ZNF6|g__Blautia.s__Ruminococcus_obeum	65.9665535265
UniRef90_C6JHU4	65.9630606860
UniRef90_C6JHU4|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	65.9630606860
UniRef90_R7EE73	65.9488238628
UniRef90_R7EE73|g__Bacteroides.s__Bacteroides_uniformis	65.9488238628
UniRef90_R5MG24	65.9373550229
UniRef90_R5MG24|g__Bacteroides.s__Bacteroides_massiliensis	59.9132586374
UniRef90_R5MG24|g__Bacteroides.s__Bacteroides_vulgatus	6.0240963855
UniRef90_B0MVM3	65.9340659341
UniRef90_B0MVM3|g__Alistipes.s__Alistipes_putredinis	65.9340659341
UniRef90_R6A3G7	65.9340659341
UniRef90_R6A3G7|g__Collinsella.s__Collinsella_aerofaciens	65.9340659341
UniRef90_UPI0003828F8C	65.9340659341
UniRef90_UPI0003828F8C|g__Bacteroides.s__Bacteroides_massiliensis	65.9340659341
UniRef90_C7GBX3	65.9224235834
UniRef90_C7GBX3|g__Roseburia.s__Roseburia_intestinalis	65.9224235834
UniRef90_R7EJM2	65.9075923238
UniRef90_R7EJM2|g__Bacteroides.s__Bacteroides_uniformis	65.9075923238
UniRef90_G2T3M9	65.8737419945
UniRef90_G2T3M9|g__Roseburia.s__Roseburia_hominis	65.8737419945
UniRef90_UPI000362B918	65.8568264334
UniRef90_UPI000362B918|g__Alistipes.s__Alistipes_sp_HGB5	29.8208160219
UniRef90_UPI000362B918|g__Alistipes.s__Alistipes_finegoldii	26.5180991224
UniRef90_UPI000362B918|g__Alistipes.s__Alistipes_onderdonkii	9.5179112891
UniRef90_C4ZBT6	65.8146342730
UniRef90_C4ZBT6|g__Eubacterium.s__Eubacterium_rectale	65.8146342730
UniRef90_R6HHC0	65.8135283364
UniRef90_R6HHC0|g__Bacteroides.s__Bacteroides_vulgatus	65.8135283364
UniRef90_R5DMA4	65.8061041148
UniRef90_R5DMA4|g__Parabacteroides.s__Parabacteroides_distasonis	65.8061041148
UniRef90_R6KTH1	65.7894736842
UniRef90_R6KTH1|g__Bacteroides.s__Bacteroides_intestinalis	65.7894736842
UniRef90_K6A4P0	65.7620193723
UniRef90_K6A4P0|g__Parabacteroides.s__Parabacteroides_distasonis	65.7620193723
UniRef90_R6ZSJ3	65.7550461336
UniRef90_R6ZSJ3|unclassified	65.7550461336
UniRef90_D6D3F0	65.7200776566
UniRef90_D6D3F0|g__Bacteroides.s__Bacteroides_xylanisolvens	48.4949832776
UniRef90_D6D3F0|g__Bacteroides.s__Bacteroides_thetaiotaomicron	12.1317157712
UniRef90_D6D3F0|g__Bacteroides.s__Bacteroides_caccae	5.0933786078
UniRef90_G2SZF1	65.7084188912
UniRef90_G2SZF1|g__Roseburia.s__Roseburia_hominis	65.7084188912
UniRef90_R5M3S4	65.6986706001
UniRef90_R5M3S4|g__Bacteroides.s__Bacteroides_intestinalis	65.6986706001
UniRef90_A6L746	65.6970333137
UniRef90_A6L746|g__Bacteroides.s__Bacteroides_vulgatus	65.6970333137
UniRef90_A6L6G7	65.6822132520
UniRef90_A6L6G7|g__Bacteroides.s__Bacteroides_stercoris	65.6822132520
UniRef90_I3YLW4	65.6484196992
UniRef90_I3YLW4|g__Alistipes.s__Alistipes_shahii	22.8509249184
UniRef90_I3YLW4|g__Alistipes.s__Alistipes_sp_HGB5	21.4214369126
UniRef90_I3YLW4|g__Alistipes.s__Alistipes_finegoldii	9.8938031709
UniRef90_I3YLW4|g__Alistipes.s__Alistipes_senegalensis	9.3945720251
UniRef90_I3YLW4|g__Alistipes.s__Alistipes_onderdonkii	2.0876826722
UniRef90_R7EFF9	65.6425055917
UniRef90_R7EFF9|g__Bacteroides.s__Bacteroides_uniformis	65.6425055917
UniRef90_A6LHS1	65.6270906925
UniRef90_A6LHS1|g__Parabacteroides.s__Parabacteroides_distasonis	65.6270906925
UniRef90_D0THQ9	65.6165543008
UniRef90_D0THQ9|g__Parabacteroides.s__Parabacteroides_distasonis	65.6165543008
UniRef90_R7EFY1	65.5913156502
UniRef90_R7EFY1|g__Bacteroides.s__Bacteroides_uniformis	65.5913156502
UniRef90_A4E8N0	65.5737704918
UniRef90_A4E8N0|g__Collinsella.s__Collinsella_aerofaciens	65.5737704918
UniRef90_I3YHR8	65.5681718056
UniRef90_I3YHR8|g__Alistipes.s__Alistipes_sp_HGB5	37.4131930661
UniRef90_I3YHR8|g__Alistipes.s__Alistipes_finegoldii	28.1549787395
UniRef90_Q64V39	65.5339805825
UniRef90_Q64V39|g__Bacteroides.s__Bacteroides_caccae	65.5339805825
UniRef90_R7ENZ7	65.5096108395
UniRef90_R7ENZ7|g__Bacteroides.s__Bacteroides_uniformis	65.5096108395
UniRef90_R6FYN6	65.4300184303
UniRef90_R6FYN6|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	41.5637523354
UniRef90_R6FYN6|g__Eubacterium.s__Eubacterium_hallii	17.2413793103
UniRef90_R6FYN6|unclassified	3.9681388797
UniRef90_R6FYN6|g__Blautia.s__Ruminococcus_obeum	2.6567479049
UniRef90_A6LE91	65.3581139019
UniRef90_A6LE91|g__Parabacteroides.s__Parabacteroides_distasonis	38.3477244345
UniRef90_A6LE91|g__Parabacteroides.s__Parabacteroides_merdae	27.0103894674
UniRef90_A6LCJ1	65.3495440729
UniRef90_A6LCJ1|g__Parabacteroides.s__Parabacteroides_distasonis	65.3495440729
UniRef90_R6KBK0	65.3266331658
UniRef90_R6KBK0|g__Bacteroides.s__Bacteroides_intestinalis	65.3266331658
UniRef90_D6D486	65.3010168808
UniRef90_D6D486|g__Bacteroides.s__Bacteroides_uniformis	49.0143193548
UniRef90_D6D486|g__Bacteroides.s__Bacteroides_intestinalis	14.6580330309
UniRef90_D6D486|g__Bacteroides.s__Bacteroides_thetaiotaomicron	1.6286644951
UniRef90_R7EB83	65.2768674806
UniRef90_R7EB83|g__Bacteroides.s__Bacteroides_uniformis	65.2768674806
UniRef90_G2T205	65.2524354663
UniRef90_G2T205|g__Roseburia.s__Roseburia_hominis	65.2524354663
UniRef90_R7ENC6	65.2461299071
UniRef90_R7ENC6|g__Bacteroides.s__Bacteroides_uniformis	65.2461299071
UniRef90_C0FNI3	65.2358334222
UniRef90_C0FNI3|g__Roseburia.s__Roseburia_inulinivorans	33.3219409509
UniRef90_C0FNI3|g__Roseburia.s__Roseburia_intestinalis	26.0999389829
UniRef90_C0FNI3|g__Eubacterium.s__Eubacterium_rectale	5.8139534884
UniRef90_C0EY49	65.2173913043
UniRef90_C0EY49|g__Eubacterium.s__Eubacterium_hallii	65.2173913043
UniRef90_R6LBZ0	65.1893743524
UniRef90_R6LBZ0|g__Bacteroides.s__Bacteroides_intestinalis	65.1893743524
UniRef90_R6WUS9	65.1890564350
UniRef90_R6WUS9|g__Parabacteroides.s__Parabacteroides_distasonis	50.5074693425
UniRef90_R6WUS9|g__Parabacteroides.s__Parabacteroides_merdae	14.6815870925
UniRef90_I9UVX6	65.1488476312
UniRef90_I9UVX6|g__Bacteroides.s__Bacteroides_ovatus	42.6136363636
UniRef90_I9UVX6|g__Bacteroides.s__Bacteroides_xylanisolvens	22.5352112676
UniRef90_R6A7W9	65.1443912088
UniRef90_R6A7W9|g__Bacteroides.s__Bacteroides_uniformis	65.1443912088
UniRef90_R7JG32	65.1414392227
UniRef90_R7JG32|g__Alistipes.s__Alistipes_putredinis	65.1414392227
UniRef90_A6L581	65.1162790698
UniRef90_A6L581|g__Bacteroides.s__Bacteroides_vulgatus	65.1162790698
UniRef90_I3YMU7	65.0936839628
UniRef90_I3YMU7|g__Alistipes.s__Alistipes_sp_HGB5	41.0552224243
UniRef90_I3YMU7|g__Alistipes.s__Alistipes_finegoldii	24.0384615385
UniRef90_I3YPD9	65.0692399318
UniRef90_I3YPD9|g__Alistipes.s__Alistipes_finegoldii	26.4446128185
UniRef90_I3YPD9|g__Alistipes.s__Alistipes_sp_HGB5	23.5003301482
UniRef90_I3YPD9|g__Alistipes.s__Alistipes_shahii	15.1242969651
UniRef90_G2T170	65.0684931507
UniRef90_G2T170|g__Roseburia.s__Roseburia_hominis	65.0684931507
UniRef90_R5LUL4	65.0497581777
UniRef90_R5LUL4|g__Eubacterium.s__Eubacterium_ramulus	65.0497581777
UniRef90_B0MVD6	64.9942987457
UniRef90_B0MVD6|g__Alistipes.s__Alistipes_putredinis	64.9942987457
UniRef90_R6X2S7	64.9923803652
UniRef90_R6X2S7|g__Parabacteroides.s__Parabacteroides_distasonis	64.1679780569
UniRef90_R6X2S7|g__Parabacteroides.s__Parabacteroides_merdae	0.8244023083
UniRef90_G2SXL8	64.9753953007
UniRef90_G2SXL8|g__Roseburia.s__Roseburia_hominis	64.9753953007
UniRef90_K5ZQR1	64.9350649351
UniRef90_K5ZQR1|g__Parabacteroides.s__Parabacteroides_distasonis	64.9350649351
UniRef90_R6YXY5	64.9350649351
UniRef90_R6YXY5|g__Blautia.s__Blautia_hydrogenotrophica	64.9350649351
UniRef90_F9Z9X6	64.9350649351
UniRef90_F9Z9X6|g__Odoribacter.s__Odoribacter_splanchnicus	64.9350649351
UniRef90_C4ZFB8	64.8857941328
UniRef90_C4ZFB8|g__Coprococcus.s__Coprococcus_comes	26.6272189349
UniRef90_C4ZFB8|g__Eubacterium.s__Eubacterium_rectale	23.7467018470
UniRef90_C4ZFB8|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	14.5118733509
UniRef90_R5R879	64.8753046818
UniRef90_R5R879|g__Bacteroides.s__Bacteroides_intestinalis	64.8753046818
UniRef90_B0MY62	64.8686656585
UniRef90_B0MY62|g__Alistipes.s__Alistipes_putredinis	64.8686656585
UniRef90_R6KNY9	64.8464495089
UniRef90_R6KNY9|g__Bacteroides.s__Bacteroides_intestinalis	52.3255813953
UniRef90_R6KNY9|g__Bacteroides.s__Bacteroides_uniformis	12.5208681135
UniRef90_R7AGG4	64.8460069091
UniRef90_R7AGG4|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	54.8626458442
UniRef90_R7AGG4|g__Blautia.s__Ruminococcus_obeum	9.9833610649
UniRef90_D4VBZ6	64.8228980982
UniRef90_D4VBZ6|g__Bacteroides.s__Bacteroides_vulgatus	64.8228980982
UniRef90_U2LNT2	64.8081543844
UniRef90_U2LNT2|g__Ruminococcus.s__Ruminococcus_callidus	64.8081543844
UniRef90_R5MQW9	64.7887323944
UniRef90_R5MQW9|g__Bacteroides.s__Bacteroides_intestinalis	64.7887323944
UniRef90_C3R1R5	64.7491639758
UniRef90_C3R1R5|g__Bacteroides.s__Bacteroides_ovatus	64.7491639758
UniRef90_R6Y9C4	64.7488318256
UniRef90_R6Y9C4|g__Alistipes.s__Alistipes_putredinis	44.7321954091
UniRef90_R6Y9C4|g__Alistipes.s__Alistipes_sp_HGB5	10.1472920822
UniRef90_R6Y9C4|g__Alistipes.s__Alistipes_onderdonkii	3.3821871477
UniRef90_R6Y9C4|g__Alistipes.s__Alistipes_finegoldii	3.2467426383
UniRef90_R6Y9C4|g__Alistipes.s__Alistipes_senegalensis	2.9429075927
UniRef90_R6Y9C4|g__Alistipes.s__Alistipes_shahii	0.2975069557
UniRef90_G2T4D4	64.7095425842
UniRef90_G2T4D4|g__Roseburia.s__Roseburia_hominis	29.6875673991
UniRef90_G2T4D4|g__Roseburia.s__Roseburia_intestinalis	26.2901655307
UniRef90_G2T4D4|g__Roseburia.s__Roseburia_inulinivorans	8.7318096545
UniRef90_I3YIT5	64.6883601714
UniRef90_I3YIT5|g__Alistipes.s__Alistipes_finegoldii	37.0782092103
UniRef90_I3YIT5|g__Alistipes.s__Alistipes_sp_HGB5	27.6101509611
UniRef90_D4ILF1	64.6677711207
UniRef90_D4ILF1|g__Alistipes.s__Alistipes_shahii	64.6677711207
UniRef90_F9Z532	64.6480715513
UniRef90_F9Z532|unclassified	37.4061361931
UniRef90_F9Z532|g__Odoribacter.s__Odoribacter_splanchnicus	27.2419353583
UniRef90_Q64Z73	64.6392214604
UniRef90_Q64Z73|g__Bacteroides.s__Bacteroides_uniformis	51.3272374494
UniRef90_Q64Z73|g__Bacteroides.s__Bacteroides_intestinalis	8.1421169504
UniRef90_Q64Z73|g__Bacteroides.s__Bacteroides_thetaiotaomicron	5.1698670606
UniRef90_A6L2T2	64.6256244470
UniRef90_A6L2T2|g__Bacteroides.s__Bacteroides_vulgatus	62.9014865160
UniRef90_A6L2T2|g__Bacteroides.s__Bacteroides_dorei	1.7241379310
UniRef90_B5CTD1	64.5798325080
UniRef90_B5CTD1|g__Ruminococcus.s__Ruminococcus_lactaris	64.5798325080
UniRef90_G2SY28	64.5320097479
UniRef90_G2SY28|g__Roseburia.s__Roseburia_inulinivorans	36.4520863921
UniRef90_G2SY28|g__Roseburia.s__Roseburia_hominis	28.0799233558
UniRef90_D0TRE4	64.5161290323
UniRef90_D0TRE4|g__Bacteroides.s__Bacteroides_xylanisolvens	64.5161290323
UniRef90_R5DD48	64.5161290323
UniRef90_R5DD48|g__Parabacteroides.s__Parabacteroides_merdae	64.5161290323
UniRef90_R6HIS5	64.5161290323
UniRef90_R6HIS5|g__Bacteroides.s__Bacteroides_dorei	64.5161290323
UniRef90_C3QQU3	64.5161290323
UniRef90_C3QQU3|g__Parabacteroides.s__Parabacteroides_distasonis	63.5673624288
UniRef90_C3QQU3|g__Bacteroides.s__Bacteroides_ovatus	0.9487666034
UniRef90_I3YMX0	64.4355259306
UniRef90_I3YMX0|g__Alistipes.s__Alistipes_sp_HGB5	57.2121320190
UniRef90_I3YMX0|g__Alistipes.s__Alistipes_finegoldii	7.2233939116
UniRef90_A6L3M5	64.4341685494
UniRef90_A6L3M5|g__Bacteroides.s__Bacteroides_vulgatus	64.4341685494
UniRef90_R6RXE4	64.4329896907
UniRef90_R6RXE4|g__Bacteroides.s__Bacteroides_xylanisolvens	38.6597938144
UniRef90_R6RXE4|g__Bacteroides.s__Bacteroides_thetaiotaomicron	15.4639175258
UniRef90_R6RXE4|g__Bacteroides.s__Bacteroides_caccae	10.3092783505
UniRef90_G2SXR0	64.3961758173
UniRef90_G2SXR0|g__Roseburia.s__Roseburia_hominis	64.3961758173
UniRef90_R5VGU3	64.3950500940
UniRef90_R5VGU3|unclassified	53.4860308390
UniRef90_R5VGU3|g__Odoribacter.s__Odoribacter_splanchnicus	10.9090192550
UniRef90_A6KX84	64.3865895054
UniRef90_A6KX84|g__Bacteroides.s__Bacteroides_vulgatus	28.1802602379
UniRef90_A6KX84|g__Bacteroides.s__Bacteroides_uniformis	23.2403020187
UniRef90_A6KX84|g__Bacteroides.s__Bacteroides_intestinalis	7.7331345609
UniRef90_A6KX84|g__Bacteroides.s__Bacteroides_massiliensis	4.3074828015
UniRef90_A6KX84|g__Bacteroides.s__Bacteroides_dorei	0.9254098863
UniRef90_C0B528	64.3193623389
UniRef90_C0B528|g__Coprococcus.s__Coprococcus_comes	64.3193623389
UniRef90_Q5LD89	64.2980582280
UniRef90_Q5LD89|g__Bacteroides.s__Bacteroides_uniformis	41.2049861496
UniRef90_Q5LD89|g__Bacteroides.s__Bacteroides_intestinalis	23.0930720784
UniRef90_R5K470	64.2919907327
UniRef90_R5K470|g__Bacteroides.s__Bacteroides_uniformis	36.0003694052
UniRef90_R5K470|g__Bacteroides.s__Bacteroides_intestinalis	28.2916213275
UniRef90_R7JMJ6	64.2857142857
UniRef90_R7JMJ6|g__Alistipes.s__Alistipes_putredinis	64.2857142857
UniRef90_R7CN21	64.2730537118
UniRef90_R7CN21|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	64.2730537118
UniRef90_F9Z8Z1	64.2458100559
UniRef90_F9Z8Z1|g__Odoribacter.s__Odoribacter_splanchnicus	64.2458100559
